Title,Author,Identifier,Inventory,Count,Rate,Publisher,PublishedDate
现代英汉词典,张福基编,H316/107,2,4,2.0,译林出版社,2018
小小外研社英汉词典:新版,外研社综合英语分社学术与辞书工作室编,H316/60,6,4,0.67,外语教学与研究出版社,2014
新世纪汉英百科大词典,戴炜栋主编,H316/61,3,4,1.33,上海外语教育出版社,2015
雅思写作真经总纲.第2版,刘洪波编著,H315/219=2,6,4,0.67,中国人民大学出版社,2017
十天突破英语六级听力,新东方考试研究中心编著,H319.9/955,2,4,2.0,浙江教育出版社,2022
六级晨读美文100篇,新东方考试研究中心编著,H319.4/565,6,4,0.67,浙江教育出版社,2018
面纱,(英)威廉·萨默塞特·毛姆(William Somerset Maugham)著,H319.4:I/1226,2,4,2.0,上海世界图书出版公司,2016.08
中国文化概况.修订版,主编廖华英,H319.4:G12/1=2,6,4,0.67,外语教学与研究出版社,2015
生死疲劳,莫言著,I247.57/641,26,42,1.62,作家出版社,2012
你当像鸟飞往你的山,(美) 塔拉·韦斯特弗著,I712.55/224,14,31,2.21,南海出版公司,2019
第七天,余华著,I247.5/1908,9,31,3.44,新星出版社,2013
三体,刘慈欣著,I247.5/1133-1,20,30,1.5,重庆出版社,2008
文城,余华著,I247.57/5534,14,29,2.07,北京十月文艺出版社,2021
平凡的世界.第一部.第2版,路遥著,I247.57/577-1=2,18,25,1.39,北京十月文艺出版社,2012.03
"三体.Ⅱ,黑暗森林",刘慈欣著,I247.5/1133-2,20,24,1.2,重庆出版社,2008.05
云边有个小卖部,张嘉佳著,I247.57/3995,6,22,3.67,湖南文艺出版社,2018
解忧杂货店.第2版,(日) 东野圭吾著,I313.45/386=2,10,21,2.1,南海出版公司,2020
百年孤独,加西亚·马尔克斯著,I775.45/1,16,21,1.31,南海出版公司,2011.06
丰乳肥臀,莫言著,I247.57/643,19,21,1.11,作家出版社,2012
"三体.Ⅲ,死神永生,dead end",刘慈欣著,I247.5/1133-3,20,21,1.05,重庆出版社,2010
解忧杂货店,(日) 东野圭吾著,I313.45/386,17,20,1.18,南海出版公司,2014
平凡的世界.第二部.第2版,路遥著,I247.57/577-2=2,17,20,1.18,北京十月文艺出版社,2012.03
活着,余华著,I247.57/1183,9,20,2.22,作家出版社,2013
我与地坛.第2版,史铁生著,I267/307=2,10,20,2.0,人民文学出版社,2011
人生海海,麦家著,I247.57/4010,8,19,2.38,北京十月文艺出版社,2019.04
撒哈拉的故事,三毛著,I267/142,18,18,1.0,北京十月文艺出版社,2009
鹿鼎记.一,金庸 [著],I247.5/2070,10,18,1.8,广州出版社,2013
房思琪的初恋乐园,林奕含,I247.5/3126,8,17,2.13,北京联合出版公司,2018.02
活着.第3版,余华,I247.5/976=3,7,17,2.43,作家出版社,2012.8
月亮与六便士,(英) 毛姆著,I561.45/725,12,17,1.42,浙江文艺出版社,2017
三体,刘慈欣著,I247.5/3236,6,17,2.83,重庆出版社,2016
蛙,莫言著,I247.57/816,28,16,0.57,上海文艺出版社,2012
雪国,(日) 川端康成著,I313.45/368,13,16,1.23,南海出版公司,2013
百年孤独.第2版,(哥伦) 加西亚·马尔克斯著,I775.45/1=2,6,16,2.67,南海出版公司,2017
我与地坛,史铁生著,I217.2/107,6,16,2.67,人民文学出版社,2013
嫌疑人X的献身.第2版,(日) 东野圭吾著,I313.45/262=2,11,16,1.45,南海出版公司,2014
一句顶一万句,刘震云著,I247.57/78,12,16,1.33,长江文艺出版社,2009
献给阿尔吉侬的花束:新译本,(美) 丹尼尔·凯斯(Daniel Keyes)著,I712.45/1767,8,16,2.0,广西师范大学出版社,2015
许三观卖血记,余华著,I247.5/1078,9,15,1.67,作家出版社,2013
"余华作品,活着",余华著,I21/1-1,8,15,1.88,作家出版社,2012.9
"龙族.Ⅱ,悼亡者之瞳.修订版",江南著,I247.59/53-2=2,6,15,2.5,人民文学出版社,2020
杀死一只知更鸟.第2版,(美) 哈珀·李著,I712.45/514=2,8,14,1.75,译林出版社,2012
我与地坛,史铁生著,I267/379,6,14,2.33,人民文学出版社,2008
在细雨中呼喊,余华著,I247.57/341,9,14,1.56,作家出版社,2013
平凡的世界.第三部.第2版,路遥著,I247.57/577-3=2,19,14,0.74,北京十月文艺出版社,2012.03
"三体.Ⅲ,死神永生",刘慈欣著,"I247.5/3143-3, I247.5/3236-3",6,14,2.33,重庆出版社,2016
"龙族.IV,奥丁之渊",江南著,I247.59/53-4,8,14,1.75,长江出版社,2015
月亮与六便士,(英国) 毛姆著,I561.45/1072,6,14,2.33,江苏凤凰文艺出版社,2019
天堂旅行团,张嘉佳著,I247.57/6196,6,13,2.17,湖南文艺出版社,2021
球状闪电:典藏版,刘慈欣著,I247.5/2993,10,13,1.3,四川科学技术出版社,2016.9
在细雨中呼喊.第3版,余华著,I247.57/341=3,6,13,2.17,作家出版社,2012.09
挪威的森林,村上春树著,I313.45/403,18,13,0.72,上海译文出版社,2014
恶意.第3版,(日) 东野圭吾著,I313.45/291=3,6,13,2.17,南海出版公司,2016
苏菲的世界,(挪威) 乔斯坦·贾德著,I533.45/10,16,13,0.81,作家出版社,2017
11字谜案,(日) 东野圭吾著,I313.45/1239,10,13,1.3,人民文学出版社,2020
海边的卡夫卡,村上春树著,I313.45/387,10,13,1.3,上海译文出版社,2014
"龙族.Ⅲ,黑月之潮.下",江南著,I247.59/53-3(3),5,12,2.4,长江出版社,2013
东方快车谋杀案.第4版,(英) 阿加莎·克里斯蒂(Agatha Christie)著,I561.45/268=4,5,12,2.4,新星出版社,2020
哈利·波特与魔法石:英汉对照版,(英) J.K. 罗琳著,I561.84/25,4,12,3.0,人民文学出版社,2021
奇遇之年:每天一首古典音乐:classical music for every day,(英) 克莱门西·伯顿－希尔(Clemency Burton-Hill)著,J605.1/17,6,6,1.0,上海文化出版社,2020
拿起手机拍大片:跟摄影师学手机摄影技巧,郑壬杰著,J41/135,6,4,0.67,人民邮电出版社,2016.07
一本摄影书.第2版,赵嘉编著,J41/133=2,6,4,0.67,电子工业出版社,2015
手机摄影构图为上,雷波编著,J41/247,4,3,0.75,化学工业出版社,2020
音乐录音从“零”学:音频工程与音乐制作初学指南:a beginner's guide to music production,(美) Timothy A. Dittmar著,J619.1-62/1,6,3,0.5,人民邮电出版社,2014
"火鸟,黎明篇",(日)手冢治虫编绘,J238.2/63-1,3,3,1.0,北京联合出版公司,2018.10
乐理自学三月通,陈飞编著,J613/10,2,3,1.5,人民邮电出版社,2017.5
吉他小白的弹奏秘籍:弹好吉他必备的乐理知识,陈飞编著,J623.26/32,6,3,0.5,人民邮电出版社,2020
摄影必修课.上,"钟山, 史林平著",J41/122-1,2,3,1.5,化学工业出版社,2015
中国人的音乐,田青著,J607.2/45,6,3,0.5,中信出版集团股份有限公司,2022
每天懂一点色彩心理学:日本最潮色彩使用说明书,(日) 原田玲仁著,J063-05/1,6,2,0.33,陕西师范大学出版社,2009
设计艺术经典论著选读.第3版,奚传绩编注,J506-53/1=3,5,2,0.4,东南大学出版社,2011
多元形式与传承:民间传统手工艺中的平面艺术研究,陈彦卿著,J528/16,6,2,0.33,中国纺织出版社,2018.02
手机摄影从入门到精通,"FUN视觉, 雷波编著",J41/141,6,2,0.33,化学工业出版社,2017
魔术不难:170种经典魔术图解教程,杨思思编著,J838-64/1,6,2,0.33,中国华侨出版社,2015
COSPLAY热门角色扮演完全手册,摩天文传著,J954-62/1,6,2,0.33,人民邮电出版社,2016
配色设计:方法·方案·商业应用,(韩) 申香善著,J063/49,6,2,0.33,人民邮电出版社,2011.1
森林、冰河与鲸,(日) 星野道夫著,J431/51,4,2,0.5,广西师范大学出版社,2020
索尼微单摄影与视频拍摄从入门到精通,雷波编著,J41/259,2,2,1.0,化学工业出版社,2021
设计的基本:提高设计力的50个灵感指南,(日) mmm.著,J06/471,4,2,0.5,中国水利水电出版社,2021
游戏动漫人体结构造型手绘技法,"肖玮春, 刘昊编著",J218.7/127,2,2,1.0,人民邮电出版社,2016.8
混音指南,(英) 伊扎基(Roey Izhaki)著,J619.1-62/4,3,2,0.67,人民邮电出版社,2010
卡通漫画素描技法.基础篇,Z.X动漫社编著,J218.7/19,6,2,0.33,化学工业出版社,2009.09
手机摄影大师炼成术,"龙飞, 石磊著",J41/140,6,2,0.33,人民邮电出版社,2017
现代设计素描技法,"主编孟宪文, 肖峰",J214/92,3,2,0.67,湖南人民出版社,2006
杨德昌的电影世界,(法) 让-米歇尔·付东著,J905.2/25,6,2,0.33,商务印书馆,2012
蔡志忠 心经,蔡志忠漫画原著,J228.2/60,2,2,1.0,文化艺术出版社,2015.01
中国艺术与哲学.一,陈中浙主编,J0-02/15-1,6,2,0.33,商务印书馆,2018
"火鸟,凤凰篇",(日)手冢治虫编绘,J238.2/63-4,3,2,0.67,北京联合出版公司,2018.10
"设计的125条通用法则:全本:125 way to enhance usability, influence perception, increase appeal, mak...","(美) 威廉·立德威尔(William Lidwell), 克里蒂娜·霍顿(Kritina Holden), 吉尔·巴特勒(Jill Butler)著",J06-49/7,7,2,0.29,中国画报出版社,2019
钢琴弹奏从新手到高手,海天音乐编著,J624.16/5,6,2,0.33,清华大学出版社,2015
平如美棠:我俩的故事,饶平如著,J228.2/59,5,2,0.4,广西师范大学出版社,2013
电影语言的语法,(乌拉圭) 丹尼艾尔·阿里洪(Daniel Arijon)著,J932/10=2,6,2,0.33,北京联合出版公司,2013
蔡志忠 禅说,蔡志忠漫画原著,J228.2/61,2,2,1.0,文化艺术出版社,2015.01
原来这么拍:超越构图,张千里著,J406/40,5,2,0.4,人民邮电出版社,2020
五体字典,"骆恒光, 余巨力书",J292.11-61/1,2,2,1.0,山东美术出版社,2017
风光摄影后期基础,Thomas看看世界著,J414/46,3,2,0.67,电子工业出版社,2018
"遇见中国音乐艺术,[古代篇]",赵文怡著,J609.2/12-1,6,2,0.33,上海交通大学出版社,2021
"摄影笔记,实战篇:你应该会拍的68幅照片",宁思潇潇主编,J41/228-1,4,2,0.5,人民邮电出版社,2018
大学生音乐理论基础与实践,高雁南主编,J60/2,6,2,0.33,清华大学出版社,2014
雾山五行艺术设定集,林魂编著,J954/64,2,2,1.0,中国友谊出版公司,2021
手机摄影技法大全,先锋影像编著,J41/147,6,2,0.33,电子工业出版社,2017
"火鸟,宇宙篇",(日)手冢治虫编绘,J238.2/63-3,3,2,0.67,北京联合出版公司,2018.10
颜真卿勤礼碑,翰墨字帖编委会编,J292.24/17,2,2,1.0,浙江人民美术出版社,2014.12
Film history = 世界电影史 / 2nd ed.,"Bordwell, David.",J909/B729=2,4,2,0.5,"世界图书出版公司,",2012.
唯美人像摄影:简单场景拍出好作品,吴俊辰著,J413/60,6,2,0.33,电子工业出版社,2017
电影是什么？,(法)安德烈·巴赞著,J905-53/7,2,2,1.0,商务印书馆,2017.08
轻松玩转手机摄影,"[胡婷, 雷波著]",J41/180,2,2,1.0,人民邮电出版社,2016
认识乐理:视唱练耳同步学:a fundamentals worktext,"(美) 布鲁斯·本沃德, 芭芭拉·加维·杰克逊, 布鲁斯·R. 杰克逊著",J613/8=8,2,2,1.0,北京联合出版公司,2016
"火鸟,复活篇 羽衣篇",(日)手冢治虫编绘,J238.2/63-5,3,2,0.67,北京联合出版公司,2018.10
手机摄影密码:用手机拍出美好生活,贾树森著,J41/251,4,2,0.5,人民邮电出版社,2021
设计的思考:用户体验设计核心问答,周陟著,J06-44/2,6,2,0.33,清华大学出版社,2019
中国艺术与哲学.三,陈中浙主编,J0-02/15-3,6,2,0.33,商务印书馆,2018
观看之道.第3版,作者约翰·伯格,J205/8=3,6,2,0.33,广西师范大学出版社,2015
纹饰之美:中国纹样的秘密,涂睿明著,J522/27,6,2,0.33,江苏凤凰文艺出版社,2019
华为手机摄影从小白到高手,杨精坤编著,J41/272,6,2,0.33,化学工业出版社,2021
浮世绘,潘力著,J237/8,2,2,1.0,湖南美术出版社,2020
每天10分钟 弹好流行钢琴曲,郑铮铮编著,J657.41/23,2,2,1.0,湖南文艺出版社,2021
构图决定成败,视觉新媒体编著,J406/17,6,2,0.33,机械工业出版社,2013
"明朝那些事儿.第壹部,洪武大帝",当年明月著,K248.09/21-1,11,18,1.64,浙江人民出版社,2011
"明朝那些事儿.第三部,太监弄乱的王朝",当年明月著,"K248.09/1-3, 22.25/9086-3",16,15,0.94,中国海关出版社,2009
"明朝那些事儿.第叁部,妖孽宫廷",当年明月著,K248.09/21-3,12,14,1.17,浙江人民出版社,2011
"明朝那些事儿.第贰部,万国来朝",当年明月著,K248.09/21-2,6,14,2.33,浙江人民出版社,2017
"明朝那些事儿.第一部,朱元璋: 从和尚到皇帝",当年明月著,"K248.09/1-1, 22.25/9086-1",16,14,0.88,中国海关出版社,2009
天才在左 疯子在右:完整版,高铭著,K820.7/36,8,13,1.63,北京联合出版公司,2016
习近平的七年知青岁月,中央党校采访实录编辑室著,K827=76/45,28,13,0.46,中共中央党校出版社,2017
"明朝那些事儿.第肆部,粉饰太平",当年明月著,K248.09/21-4,12,12,1.0,浙江人民出版社,2011
万历十五年,黄仁宇著,K248.307/2,16,12,0.75,中华书局,2014
"明朝那些事儿.第二部,朱棣: 逆子还是明君",当年明月著,"K248.09/1-2, 22.25/9086-2",16,11,0.69,中国海关出版社,2009
人类简史:从动物到上帝:a brief history of humankind,(以色列) 尤瓦尔·赫拉利著,K02-49/1,12,10,0.83,中信出版社,2014.11
"明朝那些事儿.第四部,妖孽横行的宫廷",当年明月著,"K248.09/1-4, 22.25/9086-4",16,8,0.5,中国海关出版社,2009
"明朝那些事儿.第1部,朱元璋：从和尚到皇帝.增补版",当年明月著,K248.09/44-1,4,8,2.0,北京联合出版公司,2017
人类简史:从动物到上帝:a brief history of humankind.第2版,(以色列)尤瓦尔·赫拉利(Yuval Noah Harari)著,K02-49/1=2,16,8,0.5,中信出版集团,2017
"明朝那些事儿.第伍部,帝国飘摇",当年明月著,K248.09/21-5,6,7,1.17,浙江人民出版社,2017
叫魂:1768年中国妖术大恐慌:the Chinese sorcery scare of 1768,(美) 孔飞力著,K249.307/1,10,7,0.7,三联书店,2012
"明朝那些事儿.第2部,朱棣：逆子还是明君.增补版",当年明月著,K248.09/14-2(1),4,7,1.75,北京联合出版公司,2017
"明朝那些事儿.第4部,妖孽横行的宫廷.增补版",当年明月著,K248.09/44-4,2,6,3.0,北京联合出版社,2017
"明朝那些事儿.第6部,帝国, 山雨欲来.图文精印版",当年明月著,K248.09/14-6,4,6,1.5,北京联合出版公司,2011
"明朝那些事儿.第1部,朱元璋：从和尚到皇帝.图文精印版",当年明月著,K248.09/14-1,2,6,3.0,北京联合出版公司,2017
洛克菲勒给儿子的38封信,(美) 约翰·D. 洛克菲勒著,K837.125.38/62,6,6,1.0,中华工商联合出版社有限责任公司,2018
显微镜下的大明,马伯庸著,K248/7,4,6,1.5,湖南文艺出版社,2019
"明朝那些事儿.第五部,内阁不相信眼泪",当年明月著,"K248.09/1-5, 22.25/9086-5",16,6,0.38,中国海关出版社,2009
三国纪,易中天著,K236.07/3,7,5,0.71,浙江文艺出版社,2014
"明朝那些事儿.第七部,拐弯中的帝国",当年明月著,"K248.09/1-7, 22.25/9086-7",16,5,0.31,中国海关出版社,2009
"明朝那些事儿.第陆部,日暮西山",当年明月著,K248.09/21-6,6,5,0.83,浙江人民出版社,2017
苏东坡传,林语堂著,K825.6/106,10,5,0.5,武汉出版社,2012
"明朝那些事儿.第八部,人间再无魏忠贤",当年明月著,"K248.09/1-8, 22.25/9086-8",16,5,0.31,中国海关出版社,2009
"碌碌有为:微观历史视野下的中国社会与民众:Chinese society and people under microhistory.下卷,家、群...",王笛著,K207/82-2,4,5,1.25,中信出版集团股份有限公司,2022
别逗了，费曼先生！,"(美) 理查德·费曼, 拉尔夫·莱顿著",K837.126.11/24,6,5,0.83,湖南科学技术出版社,2019
"明朝那些事儿.第2部,朱棣：逆子还是明君.图文精印版",当年明月著,K248.09/14-2,2,5,2.5,北京联合出版公司,2017
万历十五年,黄仁宇著,K248.307/5,5,5,1.0,九州出版社,2020
万古江河:中国历史文化的转折与开展,许倬云著,K203/165,6,5,0.83,湖南人民出版社,2017
苏东坡传.修订版,林语堂著,K825.6/143,6,5,0.83,湖南文艺出版社,2012
他改变了中国:江泽民传,(美) 罗伯特·劳伦斯·库恩著,K827=7/168,6,4,0.67,上海译文出版社,2005
"明朝那些事儿.第柒部,大结局",当年明月著,K248.09/21-7,12,4,0.33,浙江人民出版社,2011.11
人类群星闪耀时,(奥) 斯蒂芬·茨威格著,K811/92,4,4,1.0,新世界出版社,2019.05
中亚行纪:土库曼斯坦、哈萨克斯坦、塔吉克斯坦、吉尔吉斯斯坦与乌兹别克斯坦之旅:en reise gjennom Turk...,(挪) 埃丽卡·法特兰(Erika Fatland)著,K936.09/2,2,4,2.0,河南文艺出版社,2022
"明朝那些事儿.第六部,帝国, 山雨欲来",当年明月著,"K248.09/1-6, K248.09/4-6, 22.25/9086-6",19,4,0.21,中国海关出版社,2009.4
观我生:壁画上的中国史,苗子兮著,K209/242,4,4,1.0,北京大学出版社,2022
苏东坡传,林语堂著,K825.6=441/15,4,4,1.0,新世界出版社,2015
"明朝那些事儿.第5部,内阁不相信眼泪.增补版",当年明月著,K248.09/44-5,2,4,2.0,北京联合出版公司,2017
全球通史:从史前史到21世纪:from prehistory to the 21st century.上册,(美) 斯塔夫里阿诺斯著,21.11/4245-1=7,16,4,0.25,北京大学出版社,2006
"中国地域文化通览,安徽卷","主编袁行霈, 陈进玉","K203/105-12, K203/62-12",7,4,0.57,中华书局,2013
漫长的余生:一个北魏宫女和她的时代,罗新著,K239.210.7/4,4,4,1.0,北京日报出版社,2022
枪炮、病菌与钢铁:人类社会的命运:the fates of human societies.修订版,(美) 贾雷德·戴蒙德著,K02/13,8,4,0.5,上海译文出版社,2014
人类群星闪耀时:14位巨人的尖锋时刻.增补版,(奥) 斯蒂芬·茨威格著,K811/79,4,4,1.0,湖南文艺出版社,2018
徽州文化地理研究,黄成林著,K925.4/6,6,4,0.67,安徽师范大学出版社,2017
"明朝那些事儿.第九部,1644, 最后的较量",当年明月著,"K248.09/1-9, 22.25/9086-9",16,4,0.25,中国海关出版社,2009
史蒂夫·乔布斯传,(美) 沃尔特·艾萨克森著,K837.125.38/11=2,6,4,0.67,中信出版社,2014.03
一个大国的崛起与崩溃:苏联历史专题研究:1917-1991.下册,沈志华主编,K512.5/4-3,6,4,0.67,社会科学文献出版社,2009.08
曾国藩传,张宏杰著,K827=52/205,2,4,2.0,民主与建设出版社,2019
南明史.上,顾诚著,K248.4/3-1,4,4,1.0,光明日报出版社,2011
海上丝绸之路2000年,梁二平著,K203/141,4,4,1.0,上海交通大学出版社,2016
源的守望:徽州文化生态保护研究,"方利山, 汪炜等著",K295.42/9,6,4,0.67,中国社会科学出版社,2015
翦商:殷周之变与华夏新生,李硕著,K210.3/6,6,4,0.67,广西师范大学出版社,2022
弃长安,张明扬著,K242.205/4,6,4,0.67,天地出版社,2022
"明朝那些事儿.第4部,妖孽横行的宫廷.图文精印版",当年明月著,K248.09/14-4,2,4,2.0,北京联合出版公司,2017
科学究竟是什么?.最新增补本,(英) A. F. 查尔默斯(A.F. Chalmers)著,N02/193,6,5,0.83,商务印书馆,2021
漫画半小时中国科技史,胖乐胖乐著绘,N092-49/6,6,4,0.67,科学技术文献出版社,2021
"中国学科发展战略,手性物质化学","国家自然科学基金委员会, 中国科学院编",N12/20-24,7,4,0.57,科学出版社,2020
系统动力学.第2版,钟永光 ... [等] 著,N941.3/7=2,6,3,0.5,科学出版社,2013
Simulink建模基础及C2000 DSP代码自动生成,刘杰编著,N945.12/37,6,3,0.5,科学出版社,2018
基于模型的混合系统健康监测,(新加坡) Danwei Wang ... [等] 著,N945.11/1,8,3,0.38,国防工业出版社,2017
自然辩证法概论.第2版,《自然辩证法概论》编写组,N031/12=2,6,3,0.5,高等教育出版社,2013
耶鲁极简科学史,(英) 威廉·拜纳姆著,N091-49/31,6,3,0.5,中信出版集团股份有限公司,2018
系统辨识理论及MATLAB仿真.第2版,"刘金琨, 沈晓蓉, 赵龙编著",N945.14/5=2,6,3,0.5,电子工业出版社,2020
可靠性与风险分析蒙特卡罗方法,(意) Enrico Zio著,N945.17/7,6,3,0.5,国防工业出版社,2014
自然辩证法概论,主编黄志斌，茆诗珍,N031/13,8,3,0.38,合肥工业大学出版社,2014.12
仪器科学与科技文明,钱政编著,N091/105,6,3,0.5,清华大学出版社,2022
从一到无穷大:科学中的事实和臆测,(美) G. 伽莫夫著,N49/84,8,2,0.25,科学出版社,2002
自然辩证法概论:专题讲义,"主编孟伟, 唐明贵, 王昭风",N031/21,6,2,0.33,东南大学出版社,2017
仅基于响应的结构模态参数鲁棒辨识技术,刘莉 ... [等] 著,N945.1/8,6,2,0.33,北京理工大学出版社,2022
国家自然科学基金项目申请攻略,薛小怀著,N12/52,4,2,0.5,机械工业出版社,2022
国家自然科学基金项目申请之路:认识现象·探索规律,"王来贵, 朱旺喜著",N12/38,6,2,0.33,科学出版社,2019
环境效率评价背景下的数据包络分析方法研究,"陈磊, 王应明著",N945.12/57,2,2,1.0,科学出版社,2022
系统科学发展概论,"吴今培, 李学伟著",N94/9,6,2,0.33,清华大学出版社,2010
工程概率不确定性分析方法,熊芬芬 ... [等] 编著,N94/47,6,2,0.33,科学出版社,2015
系统建模与仿真,赵雪岩 ... [等] 编著,N945.12/20,6,2,0.33,国防工业出版社,2015
半小时漫画科学史,陈磊·半小时漫画团队著,N091-49/42-1,4,2,0.5,文汇出版社,2020
自然辩证法概论,主编吴国林,N031/14,6,2,0.33,清华大学出版社,2014
系统动力学入门,(奥) 陶在朴著,N941.3/10,6,2,0.33,复旦大学出版社有限公司,2018
自然辩证法概论,《自然辩证法概论》编写组,N031/12,4,2,0.5,高等教育出版社,2012
自然辩证法概论,李树业主编,N031/11,6,2,0.33,天津大学出版社,2014
从一到无穷大:科学中的事实与猜想,(美) 乔治·伽莫夫著,N49/135,6,2,0.33,商务印书馆,2019
国家自然科学基金申请指导与技巧,徐长庆著,N12/35,6,2,0.33,清华大学出版社,2018
哲学的起源.第2版,柄谷行人著,N02/151=2,4,2,0.5,中央编译出版社,2018
自然辩证法.第2版,主编夏建国,N031/16=2,4,2,0.5,武汉大学出版社,2016
钱学森论系统科学.讲话篇,姜璐编,N94-53/2,8,2,0.25,科学出版社,2011
"世界技术编年史,化工 轻工纺织","主编张明国, 赵翰生",N091/93-3,4,2,0.5,山东教育出版社,2019
加速退化试验:不确定性量化与控制:quantification and control of uncertainties,李晓阳著,N945.17/25,4,2,0.5,国防工业出版社,2022
系统建模与计算机仿真,主编陈无畏,N945.12/15,6,2,0.33,机械工业出版社,2013
系统辨识理论及MATLAB仿真,"刘金琨, 沈晓蓉, 赵龙编著",N945.14/5,6,2,0.33,电子工业出版社,2013
趣味科学,(苏)别莱利曼著,N49/151,2,2,1.0,中国华侨出版社,2014
基于知识的聚类:从数据到信息粒:from data to information granules,"(加)派垂驰(Pedrycz, Witold)著",N94/6,8,2,0.25,北京师范大学出版社,2008
DK博物大百科,(英) 英国DK公司编著,N091-49/35,2,1,0.5,科学普及出版社,2018
"钱学森论系统科学,书信篇",姜璐编,N94-53/2-2,6,1,0.17,科学出版社,2012
工程哲学与工程教育,王章豹著,N02/161,15,1,0.07,上海科技教育出版社有限公司,2018.01
系统科学进展.1,郭雷主编,N94/51-1,6,1,0.17,科学出版社,2017
系统科学进展.2,郭雷主编,N94/51-2,4,1,0.25,科学出版社,2019
数据包络分析,魏权龄著,N945.12/35,4,1,0.25,科学出版社,2006
网络层次分析法与决策科学,"孙宏才, 田平, 王莲芬编著",N945/8,6,1,0.17,国防工业出版社,2011.01
"中国学科发展战略,“后摩尔时代”微纳电子学","国家自然科学基金委员会, 中国科学院编",N12/20-25,3,1,0.33,科学出版社,2019
复杂系统建模与仿真,李侠 ... [等] 著,N945.12/52,6,1,0.17,国防工业出版社,2021
工程哲学导论,"主编任立华, 魏军",N02/195,6,1,0.17,大连理工大学出版社,2018
多状态系统可靠性分析方法,狄鹏 ... [等] 著,N945.17/15,6,1,0.17,国防工业出版社,2019
科学简史,"(英) 尼古拉·查尔顿, 梅瑞迪斯·麦克阿德著",N091-49/30,4,1,0.25,中国友谊出版公司,2018
钱学森系统科学思想研究,苗东升著,N94/23,6,1,0.17,科学出版社,2012
实用灰色预测建模方法及其MATLAB程序实现,"曾波, 尹小勇, 孟伟著",N949-39/1,6,1,0.17,科学出版社,2018.2
女性主义视野中的技术,易显飞著,N02/168,4,1,0.25,北京师范大学出版社,2018
智慧的钥匙:钱学森论系统科学.第2版,上海交通大学钱学森研究中心编,N94-53/4=2,2,1,0.5,上海交通大学出版社,2015
复杂系统建模与仿真,"白世贞, 张鹤冰, 薛宁主编",N945.12/44,4,1,0.25,经济管理出版社,2019
系统建模与仿真,罗国勋 ... [等] 编著,N945.12/7,8,1,0.13,高等教育出版社,2011
科技人员的道德想象力研究:技术责任伦理的实践路径探析,杨慧民著,N02/109,4,1,0.25,人民出版社,2014
哲学·科学·常识,陈嘉映著,N02/165,6,1,0.17,中信出版集团,2018
进击的科技:从爱因斯坦到人工智能,(美) 达戈戈·阿尔特莱德(Dagogo Altraide)著,N091/51,6,1,0.17,中信出版集团,2020
人类2.0:在硅谷探索科技未来,(美)皮埃罗·斯加鲁菲(Piero Scaruffi)，牛金霞，闫景立著,N49/104,6,1,0.17,中信出版集团股份有限公司,2017.02
美国自然博物馆终极指南,(美) 阿什顿·阿普尔怀特(Ashton Applewhite)著,N287.12-62/1,6,1,0.17,重庆大学出版社,2020
博物学家的传世珍宝:来自伦敦自然博物馆的自然藏品集,伦敦自然博物馆编著,N285.61/1,6,1,0.17,化学工业出版社,2017
人类科技创新简史:欲望的力量,(美) 董洁林著,N091/86,6,1,0.17,中信出版集团股份有限公司,2019
科学的历程.第2版,吴国盛著,N091/40=2,6,1,0.17,北京大学出版社,2016.07
"20世纪中国知名科学家学术成就概览,地学卷,地质学分册.二",总主编钱伟长,N12/9-1(3-2),1,1,1.0,科学出版社,2013.01
发明的故事,(美) 房龙著,N19-49/37,2,1,0.5,三联书店,2021.07
可靠性与风险分析算法,(意) Enrico Zio著,N945.17/8,6,1,0.17,国防工业出版社,2014
天工开物,(明) 宋应星著,N092/28,9,1,0.11,中国画报出版社,2013.03
科学史:及其与哲学和宗教的关系.下册,(英) W. C. 丹皮尔著,N091/9-2,3,1,0.33,商务印书馆,2009
科学探索逻辑,刘润泽著,N49/61,6,1,0.17,西苑出版社,2012
科学与伦理,李醒民著,N02/235,6,1,0.17,中国人民大学出版社,2021
"科技之巅.3,《麻省理工科技评论》100项全球突破性技术深度剖析",麻省理工科技评论著,N11/22-3,6,1,0.17,人民邮电出版社,2019.07
必然,(美) 凯文·凯利著,N11-49/1,6,1,0.17,电子工业出版社,2016
自然辩证法概论,主编陈凡,N031/4,6,1,0.17,人民教育出版社,2010
黑科技:连接世界的100项技术,日经BP编,N49/147,6,1,0.17,东方出版社,2019
"论问题学:哲学、科学和语言:philosophie, science et langage",(比) 米歇尔·梅耶著,N02/101,6,1,0.17,中国社会科学出版社,2014
系统建模与仿真,刘思峰 ... [等] 编著,N945.12/11,6,1,0.17,科学出版社,2012
麻省理工深度思考法:从模型及动力机制来思考现象,(日) 平井孝志著,N941.3/9,6,1,0.17,中国华侨出版社,2018
系统可靠性理论,"程五一, 王贵和, 吕建国编著",N945.17/3,6,1,0.17,中国建筑工业出版社,2010
科学哲学,(英) 萨米尔·奥卡沙著,N02/72,6,1,0.17,译林出版社,2013
现代社会技术化的历史哲学反思,宋洁著,N02/252,4,1,0.25,中国社会科学出版社,2022
科学伦理的理论与实践,洪晓楠等著,N02/98,4,1,0.25,人民出版社,2013
